
1,0 ,-nan 
2,0.01 ,-nan 
3,0.02 ,-nan 
4,0.03 ,-nan 
5,0.04 ,-nan 
6,0.05 ,-nan 
7,0.06 ,-nan 
8,0.07 ,-nan 
9,0.08 ,-nan 
10,0.09 ,-nan 
11,0.1 ,-nan 
12,0.11 ,-nan 
13,0.12 ,-nan 
14,0.13 ,-nan 
15,0.14 ,-nan 
16,0.15 ,-nan 
17,0.16 ,-nan 
18,0.17 ,-nan 
19,0.18 ,-nan 
20,0.19 ,-nan 
21,0.2 ,-nan 
22,0.21 ,-nan 
23,0.22 ,-nan 
24,0.23 ,-nan 
25,0.24 ,-nan 
26,0.25 ,-nan 
27,0.26 ,-nan 
28,0.27 ,-nan 
29,0.28 ,-nan 
30,0.29 ,-nan 
31,0.3 ,-nan 
32,0.31 ,-nan 
33,0.32 ,-nan 
34,0.33 ,-nan 
35,0.34 ,-nan 
36,0.35 ,-nan 
37,0.36 ,-nan 
38,0.37 ,-nan 
39,0.38 ,-nan 
40,0.39 ,-nan 
41,0.4 ,-nan 
42,0.41 ,-nan 
43,0.42 ,-nan 
44,0.43 ,-nan 
45,0.44 ,-nan 
46,0.45 ,-nan 
47,0.46 ,-nan 
48,0.47 ,-nan 
49,0.48 ,-nan 
50,0.49 ,-nan 
51,0.5 ,-nan 
52,0.51 ,-nan 
53,0.52 ,-nan 
54,0.53 ,-nan 
55,0.54 ,-nan 
56,0.55 ,-nan 
57,0.56 ,-nan 
58,0.57 ,-nan 
59,0.58 ,-nan 
60,0.59 ,-nan 
61,0.6 ,-nan 
62,0.61 ,-nan 
63,0.62 ,-nan 
64,0.63 ,-nan 
65,0.64 ,-nan 
66,0.65 ,-nan 
67,0.66 ,-nan 
68,0.67 ,-nan 
69,0.68 ,-nan 
70,0.69 ,-nan 
71,0.7 ,-nan 
72,0.71 ,-nan 
73,0.72 ,-nan 
74,0.73 ,-nan 
75,0.74 ,-nan 
76,0.75 ,-nan 
77,0.76 ,-nan 
78,0.77 ,-nan 
79,0.78 ,-nan 
80,0.79 ,-nan 
81,0.8 ,-nan 
82,0.81 ,-nan 
83,0.82 ,-nan 
84,0.83 ,-nan 
85,0.84 ,-nan 
86,0.85 ,-nan 
87,0.86 ,-nan 
88,0.87 ,-nan 
89,0.88 ,-nan 
90,0.89 ,-nan 
91,0.9 ,-nan 
92,0.91 ,-nan 
93,0.92 ,-nan 
94,0.93 ,-nan 
95,0.94 ,-nan 
96,0.95 ,-nan 
97,0.96 ,-nan 
98,0.97 ,-nan 
99,0.98 ,-nan 
100,0.99 ,-nan 
101,1 ,-nan 
102,1.01 ,-nan 
103,1.02 ,-nan 
104,1.03 ,-nan 
105,1.04 ,-nan 
106,1.05 ,-nan 
107,1.06 ,-nan 
108,1.07 ,-nan 
109,1.08 ,-nan 
110,1.09 ,-nan 
111,1.1 ,-nan 
112,1.11 ,-nan 
113,1.12 ,-nan 
114,1.13 ,-nan 
115,1.14 ,-nan 
116,1.15 ,-nan 
117,1.16 ,-nan 
118,1.17 ,-nan 
119,1.18 ,-nan 
120,1.19 ,-nan 
121,1.2 ,-nan 
122,1.21 ,-nan 
123,1.22 ,-nan 
124,1.23 ,-nan 
125,1.24 ,-nan 
126,1.25 ,-nan 
127,1.26 ,-nan 
128,1.27 ,-nan 
129,1.28 ,-nan 
130,1.29 ,-nan 
131,1.3 ,-nan 
132,1.31 ,-nan 
133,1.32 ,-nan 
134,1.33 ,-nan 
135,1.34 ,-nan 
136,1.35 ,-nan 
137,1.36 ,-nan 
138,1.37 ,-nan 
139,1.38 ,-nan 
140,1.39 ,-nan 
141,1.4 ,-nan 
142,1.41 ,-nan 
143,1.42 ,-nan 
144,1.43 ,-nan 
145,1.44 ,-nan 
146,1.45 ,-nan 
147,1.46 ,-nan 
148,1.47 ,-nan 
149,1.48 ,-nan 
150,1.49 ,-nan 
151,1.5 ,-nan 
152,1.51 ,-nan 
153,1.52 ,-nan 
154,1.53 ,-nan 
155,1.54 ,-nan 
156,1.55 ,-nan 
157,1.56 ,-nan 
158,1.57 ,-nan 
159,1.58 ,-nan 
160,1.59 ,-nan 
161,1.6 ,-nan 
162,1.61 ,-nan 
163,1.62 ,-nan 
164,1.63 ,-nan 
165,1.64 ,-nan 
166,1.65 ,-nan 
167,1.66 ,-nan 
168,1.67 ,-nan 
169,1.68 ,-nan 
170,1.69 ,-nan 
171,1.7 ,-nan 
172,1.71 ,-nan 
173,1.72 ,-nan 
174,1.73 ,-nan 
175,1.74 ,-nan 
176,1.75 ,-nan 
177,1.76 ,-nan 
178,1.77 ,-nan 
179,1.78 ,-nan 
180,1.79 ,-nan 
181,1.8 ,-nan 
182,1.81 ,-nan 
183,1.82 ,-nan 
184,1.83 ,-nan 
185,1.84 ,-nan 
186,1.85 ,-nan 
187,1.86 ,-nan 
188,1.87 ,-nan 
189,1.88 ,-nan 
190,1.89 ,-nan 
191,1.9 ,-nan 
192,1.91 ,-nan 
193,1.92 ,-nan 
194,1.93 ,-nan 
195,1.94 ,-nan 
196,1.95 ,-nan 
197,1.96 ,-nan 
198,1.97 ,-nan 
199,1.98 ,-nan 
200,1.99 ,-nan 
201,2 ,-nan 
202,2.01 ,-nan 
203,2.02 ,-nan 
204,2.03 ,-nan 
205,2.04 ,-nan 
206,2.05 ,-nan 
207,2.06 ,-nan 
208,2.07 ,-nan 
209,2.08 ,-nan 
210,2.09 ,-nan 
211,2.1 ,-nan 
212,2.11 ,-nan 
213,2.12 ,-nan 
214,2.13 ,-nan 
215,2.14 ,-nan 
216,2.15 ,-nan 
217,2.16 ,-nan 
218,2.17 ,-nan 
219,2.18 ,-nan 
220,2.19 ,-nan 
221,2.2 ,-nan 
222,2.21 ,-nan 
223,2.22 ,-nan 
224,2.23 ,-nan 
225,2.24 ,-nan 
226,2.25 ,-nan 
227,2.26 ,-nan 
228,2.27 ,-nan 
229,2.28 ,-nan 
230,2.29 ,-nan 
231,2.3 ,-nan 
232,2.31 ,-nan 
233,2.32 ,-nan 
234,2.33 ,-nan 
235,2.34 ,-nan 
236,2.35 ,-nan 
237,2.36 ,-nan 
238,2.37 ,-nan 
239,2.38 ,-nan 
240,2.39 ,-nan 
241,2.4 ,-nan 
242,2.41 ,-nan 
243,2.42 ,-nan 
244,2.43 ,-nan 
245,2.44 ,-nan 
246,2.45 ,-nan 
247,2.46 ,-nan 
