
1,0.01 ,-nan 
2,0.02 ,-nan 
3,0.03 ,-nan 
4,0.04 ,-nan 
5,0.05 ,-nan 
6,0.06 ,-nan 
7,0.07 ,-nan 
8,0.08 ,-nan 
9,0.09 ,-nan 
10,0.1 ,-nan 
11,0.11 ,-nan 
12,0.12 ,-nan 
13,0.13 ,-nan 
14,0.14 ,-nan 
15,0.15 ,-nan 
16,0.16 ,-nan 
17,0.17 ,-nan 
18,0.18 ,-nan 
19,0.19 ,-nan 
20,0.2 ,-nan 
21,0.21 ,-nan 
22,0.22 ,-nan 
23,0.23 ,-nan 
24,0.24 ,-nan 
25,0.25 ,-nan 
26,0.26 ,-nan 
27,0.27 ,-nan 
28,0.28 ,-nan 
29,0.29 ,-nan 
30,0.3 ,-nan 
31,0.31 ,-nan 
32,0.32 ,-nan 
33,0.33 ,-nan 
34,0.34 ,-nan 
35,0.35 ,-nan 
36,0.36 ,-nan 
37,0.37 ,-nan 
38,0.38 ,-nan 
39,0.39 ,-nan 
40,0.4 ,-nan 
41,0.41 ,-nan 
42,0.42 ,-nan 
43,0.43 ,-nan 
44,0.44 ,-nan 
45,0.45 ,-nan 
46,0.46 ,-nan 
47,0.47 ,-nan 
48,0.48 ,-nan 
49,0.49 ,-nan 
50,0.5 ,-nan 
51,0.51 ,-nan 
52,0.52 ,-nan 
53,0.53 ,-nan 
54,0.54 ,-nan 
55,0.55 ,-nan 
56,0.56 ,-nan 
57,0.57 ,-nan 
58,0.58 ,-nan 
59,0.59 ,-nan 
60,0.6 ,-nan 
61,0.61 ,-nan 
62,0.62 ,-nan 
63,0.63 ,-nan 
64,0.64 ,-nan 
65,0.65 ,-nan 
66,0.66 ,-nan 
67,0.67 ,-nan 
68,0.68 ,-nan 
69,0.69 ,-nan 
70,0.7 ,-nan 
71,0.71 ,-nan 
72,0.72 ,-nan 
73,0.73 ,-nan 
74,0.74 ,-nan 
75,0.75 ,-nan 
76,0.76 ,-nan 
77,0.77 ,-nan 
78,0.78 ,-nan 
79,0.79 ,-nan 
80,0.8 ,-nan 
81,0.81 ,-nan 
82,0.82 ,-nan 
83,0.83 ,-nan 
84,0.84 ,-nan 
85,0.85 ,-nan 
86,0.86 ,-nan 
87,0.87 ,-nan 
88,0.88 ,-nan 
89,0.89 ,-nan 
90,0.9 ,-nan 
91,0.91 ,-nan 
92,0.92 ,-nan 
93,0.93 ,-nan 
94,0.94 ,-nan 
95,0.95 ,-nan 
96,0.96 ,-nan 
97,0.97 ,-nan 
98,0.98 ,-nan 
99,0.99 ,-nan 
100,1 ,-nan 
101,1.01 ,-nan 
102,1.02 ,-nan 
103,1.03 ,-nan 
104,1.04 ,-nan 
105,1.05 ,-nan 
106,1.06 ,-nan 
107,1.07 ,-nan 
108,1.08 ,-nan 
109,1.09 ,-nan 
110,1.1 ,-nan 
